Label,Text
sexist,"sip писал(а):
У меня БЖ такая. Хош контакты скину?   Я сурьезно... 
Правда твой взгляд на мир РСП сильно изменится, ну что же делать то...  

Есть встречное предложение. Хочешь - я с ней свяжусь и порасспрашиваю - что она думает о вашей с ней ситуации ?  
Не боишься, что твой взгляд на мир сильно изменится ?"
sexist,"Зануда
Мне в личку и скайп регулярно камрады пишут, которые на форум даже писать не хотят, потому что их мачомэны зае.али...
Запрещённый приём я считаю.
Тут разные камрады есть.Некоторых всё время с ОЖП путают.Если они пишут,то ничего страшного. Ну и наверное нужно смелость иметь,что бы не за спиной(в личке) шептаться, а откровенно спорить.
Да и изображать из себя небожителей,которым брезгливо на форум писать-спесь и гордыня.

Мне наоборот странно-один камрад здесь вдруг начинает говорить,что женщины это очень умные и очень разные создания,второй камрад вдруг начинает говорить,что важно женщине давать больше внимания,третий камрад говорит,что неправильно винить  только женщину,что виноваты оба,третий камрад вдруг начинает говорит,что РСП вполне себе годный товар с шансом на идеальную ОЖП.

Это не филиал вуменс.ру ни разу.Это на вуменс.ру обожают темы про виноваты оба ,про то что РСп-прекрасна и несчастна и прочую тошнотную поипень.

И что там с Арабским шейхом не так было?Мало он прогибался, а она хорошей женой ему была?Типичная обнаглевшая СДСка,если уже такие браки советовать сохранять,то это точно филиал вуменс.ру будет."
non_sexist,"Нет не боюсь, с ЛС скину."
sexist,"Зануда писал(а):И, может, какой-нибудь алень, глядя на меня, построит свою офуевшую особь.

тупиковый путь, сначала должно уепать веслом.

я сужу по себе аленю. когда вскрылись все измены моей бж, я нашел АБФ в первый месяц, почитал несколько тем, сделал вывод: как можно, всех девушек под одну гребенку чесать, люди ошибаются, исправляют ошибки, вот моя бж все поняла и исправится. а на форуме какие то длбоепы жизнью обиженные, пишут такую фуйню, что волосы на жопе дыбом встают. не понравилось в общем.

потом меня уепло веслом

щас нормально все воспринимаю, фсе нармально с форумом.

Зануда, твой пример, в глазах аленя будет негативным, он еще и жене своей CДC сам расскажет в чем ты не прав."
sexist,"Зануда
Есть встречное предложение. Хочешь - я с ней свяжусь и порасспрашиваю - что она думает о вашей с ней ситуации ?
Это шутка?Я думал, такое может только Ворона написать.
Разве кто-то сомневается в том у БЖ совершенно другой взгляд на ситуацию.  
И на этом форуме очень много посвящено внимания этому моменту."
sexist,"Зануда писал(а):
И, собственно, что предлагаешь ? Воспитывать самок ? 
для начала не вести в ЗАГС потаскух"
sexist,"Зануда, фишка в том, что свои ошибки я полностью знаю. Причем на столько подробно, что любой филосов позавидует.
Психиатр к которому я ходил офигел просто от меня. Помомему, это он за мои деньги от меня опыта набирался   

Короче там болото. Попробуй че..."
sexist,"Зануда писал(а):
Форум и сейчас полезен, но в основном - как база данных. А вот в плане идеологии - он даже где-то вреден. Потому что благодаря усилиям некоторой части камрадов вся вина за происходящее возлагается на женщин. 
какое отношение омеги имеют к тому, что 90 % самок предпочитают секс с падонками-альфачами?
Форум дает объективную картину мира - в матриархальном обществе семья невозможна вообще, от слова совсем.
А ты споришь не с Новоселовым, Савельевым и Мемуарами Омеги, ты споришь с реальной жизнью."
sexist,"Зануда писал(а): А я свою бж2 :
Топил в речке.
Связывал скотчем и заклеивал рот.
Таскал за волосы через весь дом.
Выбрасывал голой в снег.
Ну и еще были варианты всякие...

и НАХYЯ? Выхлоп в чем?
ты взял в жены ""бывшую"" проститутку, пробовал перевоспитать, но это ЗАВЕДОМО нереально.
Даже СР самка обречена стать НР.
Я охереваю от того, как некоторые ОМП (допустим ты ОМП), сливают свою жизнь в парашу.
Могу понять, такой замес, что впаять жене пару раз ББПЕ что бы обламать инверсию доминирования, но жить постоянно по заветам маркиза Де Сада НАХYЯ?
Жизнь слишком коротка, что бы так бездарно разбрасываться временем и своими нервными клетками, тем более что от 90 % самок можно получить ТОЛЬКО секс, причем как правило весьма невысокого качества и сильно дозированный."
sexist,"Зануда писал(а):Бабы виноваты. Канечна. Как удобно. И делать с собой ничего не надо. Это бабы такие. ""Ищи годную"".
Ну, не только баба. Еще альфы, васьки, государство, мировой заговор. Все кто угодно только не мы 

И главное делать ничего не надо, потому как бесполезно. 

И кого бы мы не обвинили в сложившейся ситуации, их всех объединяет одно: ничего нельзя с этим поделать. Только если взять на себя ответственность за все что произошло в твоей жизни, можно что-то изменить."
sexist,"kriogenwave писал(а):

Мне наоборот странно-один камрад здесь вдруг начинает говорить,что женщины это очень умные и очень разные создания,второй камрад вдруг начинает говорить,что важно женщине давать больше внимания,третий камрад говорит,что неправильно винить  только женщину,что виноваты оба,третий камрад вдруг начинает говорит,что РСП вполне себе годный товар с шансом на идеальную ОЖП.

это не тебе странно, это просто старый прием, который применяют шлюхи с крымского форума, называется притворись ОМП  "
sexist,"Зануда писал(а):А ты уверен, что с тобой все было в порядке в процессе отношений ?
Конечно нет! Аленем был!  
Зануда писал(а):И раз она думающая - как ты думаешь - какие-то уроки она извлекла ? Легче с ней будет следующему омп ?
Не знаю, честно! И, думаю, никогда не узнаю."
sexist,"В 99% виноват один хрен мкжсина. 
Это аксиома. 
Не смог справиться с бабой, РСП или еще кем-то, 50: вины на мужчине."
sexist,"Кеша писал(а):Только если взять на себя ответственность за все что произошло в твоей жизни, можно что-то изменить.
меняй, но 90 % ОЖП непригодны для семьи, твои действия?"
sexist_in_co,"sip, не вина, а ответственность."
sexist_in_co,"Torneo писал(а):меняй, но 90 % ОЖП непригодны для семьи, твои действия?
Убица ап стену?
Или отползти и сдохнуть?"
sexist,"том то и дело. До АБФ, да и с возрастом не оозаешь свои ошибки в управлении семьи. 

Так что частично да, прикрутить новую розетку - ответсвенность. Но сроки малые, так что не понимаешь, не успеваешь понять. 
А когда понмаешь что вооьще нужно бвло делать, поздно.

Остается искать новую ОЖП. А там в качество обернуть больше возможностей. Жаль детишек, но а кхули делать..."
sexist,"Ладно. Я все понял. Мы не таки , мы уникальные. Мы будем и умеем воспитывать РСП.    Бабы не виновато что она родила от аленя,а я с , титановыми яйцами , порядок то наведу.  Только одно ты не взял в внимание. Нахер ты такой учитель и праведник РСпешки то нужен ?  РСПешка свой развод организовала что бы повысить свой уровень жизни. Делать все, что ей , свободной женщине , хочется. Контингент РСПЕшек в основном примаки - которые все пропили-проипали, алени-на которых бабы не смотрели или которые после развода ничего лучшего в жизни  не нашли,  как опять  в кабалу влезть. Ну или когда уже под сраку лет вести взаимовыгодный , своеобразный котракт."
sexist,"Torneo писал(а):
это не тебе странно, это просто старый прием, который применяют шлюхи с крымского форума, называется притворись ОМП  

Возможно."
sexist,"sip писал(а): Не смог справиться с бабой, РСП или еще кем-то, 50: вины на мужчине.

Когда некоторые моменты абфа будут обязательным курсом в начальных школах, тогда и будут виноваты. Ты виноват что любил  человека, доверял ему, относился как к равному и взамен требовал хотя бы уважения ? Каннибала в Новой Гвинее  нельзя обвинить в его  ""неэтичном""  пристрастие. Он продукт своей среды. Как и текущие ОМП."
sexist,"Камрады, а можно без семьи, без РСПшек и ОЖП на постоянной основе?
Обязательно нужна семья? Вот мне идет 42 Й год, детей у меня нет, мне так кажется, что годную ОЖП мне не найти. И че мне делать?

Убиваться ап стену я на буду  , поживу для себя!"
sexist,"sip писал(а): Не смог справиться с бабой, РСП или еще кем-то, 50: вины на мужчине.
Я вот как думаю.

Если смотреть не на вину, а на ответственность. То на ОМП 100% ответственности за его косяки. А ОЖП 100% ответственности за свои. Далее они либо принимают ее, и тогда у них есть шанс извлечь из этого новый опыт и научиться чему-то. Либо нет, и все повторяется.

А вина тут вообще не причем. Это чувство разрушительное, не конструктивное. И кроме страдания ничего не приносит."
sexist,"Неграмотный, плюсуюсь!

Я для себя простой алгоритм по общению с РСП придумал.
- Никаких ЗБ
- Никакого сожительства
- Никаких ""отношений""
- Никакого геморроя

секс онли. 

и никаких проблем.

А с не РСП, поглядим как оно пойдет."
sexist,"Кеша потому и 50%   
https://music.yandex.ru/album/79290/track/716032"
sexist,"Torneo писал(а):меняй, но 90 % ОЖП непригодны для семьи, твои действия?
Кеша писал(а):
Убица ап стену?
Или отползти и сдохнуть?
можно просто ИСПОЛЬЗОВАТЬ и своевременно сливать потаскух, но для этого надо выйти за красные флажки, в которых пребывает подавляющее большинство аленей  "
sexist,"Неграмотный писал(а):Вот мне идет 42 Й год, детей у меня нет, мне так кажется, что годную ОЖП мне не найти. И че мне делать?

что бы трахать шалав с ними необходимо сожительствовать?"
sexist,"Кеша писал(а): То на ОМП 100% ответственности за его косяки. А ОЖП 100% ответственности за свои. 
в чем косяк омеги, если 90 % ОЖП потаскухи уже к 18 годам?"
sexist,Проблемы потаскух меня не волнуют. А вот омеге совсем не мешало бы задуматься что он делал не так.
sexist_in_co,"Если омуга задумаесть, и действительно сделает выводы, то он уже не омега. э

Ибо ум."
non_sexist,"Sip, с планшета и телефона шпаришь?

Омуга - смешно получилось.  "
non_sexist,пьяный я
sexist_in_co,"sip писал(а):Кеша потому и 50%   
Тут могут быть варианты. Я написал 100% на ту и другую сторону, потому как косяки могут быть неравномерно распределены. Может, например, накосячить только ОЖП. Или только ОМП.

А вообще без разницы как проценты считать. Нах нам тут математический аппарат?  "
sexist,"kriogenwave писал(а):
Да и изображать из себя небожителей,которым брезгливо на форум писать-спесь и гордыня.


Неправильно рассуждаешь. При чем тут брезгливость ? Скорее - нежелание написать что-то откровенное, потому что норовят в душу насрать. Пусть и из самых лучших побуждений.

Это не филиал вуменс.ру ни разу.Это на вуменс.ру обожают темы про виноваты оба ,про то что РСп-прекрасна и несчастна и прочую тошнотную поипень.


На вумене тусуются тетки и рассуждают тетки. Понимаешь разницу ? 
И если что - виноваты не оба. Виноват омп. Всегда. Так что можешь меня как-нибудь охарактеризовать.  На форуме имеет смысл обсуждать защитные меры в ситуации, когда омп облажался и способы приведения его в порядок. А не степень вины кого-либо.

И что там с Арабским шейхом не так было?Мало он прогибался, а она хорошей женой ему была?Типичная обнаглевшая СДСка,если уже такие браки советовать сохранять,то это точно филиал вуменс.ру будет.

На коня грузят столько, сколько он везет. Это всех реалий жизни касается. Хоть с ожп, хоть на работе, хоть с знакомыми/друзьями. Мало тобой по жизни пользовались ? Тренинг - полезен. Точнее - необходим. 
У Шейха есть реальная возможность потренировать скилл. Зачем ее упускать ? Если он планирует избавляться от аленизма и оставаться на абф - что ему грозит ?"
sexist,"Comdir писал(а):
Зануда, твой пример, в глазах аленя будет негативным, он еще и жене своей CДC сам расскажет в чем ты не прав.

Алень - это не значит дурак. Среди моих знакомых и друзей таких не водится. И, знаешь, я практически всем, с кеми общался последние полгода, давал рекомендацию почесать репу на предмет своих отношений. Знаешь, нормально воспринимали."
sexist,"Кеша писал(а):Проблемы потаскух меня не волнуют. А вот омеге совсем не мешало бы задуматься что он делал не так.
и что он делал нитак, если 90 % ОЖП потаскухи?"
sexist_in_co,"Зануда писал(а):
Алень - это не значит дурак. 
более правильное определение - лох."
sexist,"Torneo писал(а):
какое отношение омеги имеют к тому, что 90 % самок предпочитают секс с падонками-альфачами?


А что - сто лет назад было иначе ? Тебе было бы легче, если бы твоя жена тебе физически не изменяла, но, трахаясь с тобой, представляла себе приказчика Никифора из лавки купца Кондратьева ? Что, фильм ""Мой ласковы и нежный зверь"" - выдумка ?

Я примерно знаю, когда наступил перекос. Когда в тыща шестьсот каком то там лохматом году на каком-то священном сборище признали, что у женщин есть душа. И понеслось...   

Ты так любишь рассуждать про жизнь, слитую в унитаз. Так не сливай. Не ставь себя в такую зависимость от ожп, что ее неудачный подбор сливает твою жизнь в канализацию. Просто ведь, нет ?"
sexist_in_co,"Torneo писал(а):и что он делал нитак, если 90 % ОЖП потаскухи?
А я откуда знаю? Пусть сам думает. Мне бы в своем говне разобраться."
sexist,"Слоупок писал(а):Нахер ты такой учитель и праведник РСпешки то нужен ?  

Странный вопрос. Я не спрашиваю - нужен ли я РСП. Это пусть она сама решает и сама у себя спрашивает. Мой вопрос - нужна ли она мне. Из этой позиции и исхожу. Если нужна - предпринимаю некоторые усилия и параллельно ставлю условия. Не приняла ? Значит - не нужен. Следующая."
sexist,"автор ты наивный. и мысли у тебя аленьи. какую то идеальную думающую ожп ищешь. сентиментальный к тому же. тебе к рсп нельзя. съедят.
нет никаких идеальных баб. среди рсп их тем более нет.

я вот залипаю на секс например + чувство собственности.
т.е. хороший секс, я привыкаю. а потом мне говорят или у нас все серьезно или она будет общаться и с другими. ну или не говорят а намекают. и все у меня крышу срывает и я мучаюсь. 
и жениться не могу т.к. рсп и примаком быть не хочу, и стоять в иерархии ниже всех из ее семьи и много чего еще.
чувство собственности, ревность и секс. вот на что меня можно поймать."
sexist,"Слоупок писал(а): Ты виноват что любил  человека, доверял ему, относился как к равному и взамен требовал хотя бы уважения ?

А КТО ?   

Тебе когда-то в детстве внушили куйню. Что женщин надо любить, уважать и воспринимать как равных. Ты жил с такой мыслью и имел такие установки. Может, и нужно. А женщин ты много встречал ? Или ты существо с п.здой считаешь ЖЕНЩИНОЙ по умолчанию ? А критерии оценки ты знаешь/знал ?

Мля, а ты женщин спросил ? Они , как утверждает Торнео, 90% текут от сволочей-альфачей. А тут ты такой благородный алень.  

Ты понимаешь мою мысль ? Или дальше развернуть ?"
sexist_in_co,"Justin писал(а):автор ты наивный. и мысли у тебя аленьи.  

Justin, а я вот ни на что не залипаю. А ты называешь меня наивным. Где логика ?"
non_sexist,дак может ты никого и не ипешь вот и не залипаешь
sexist,"Torneo писал(а):
что бы трахать шалав с ними необходимо сожительствовать?

А чё, стирать свои носки тебе по-кайфу ? Я не спрашиваю - сложно ли. Несложно. Но - по кайфу ? Десятки гребаных житейских мелочей, которые тебе приходится делать, и которые отвлекают тебя от поиска истины или зарабатывания бабла, или даже совмещения этих двух вещей. Я когда в тонусе и занят делом - я даже пожрать забываю. Мне нужна забота, сука ! Потому что моя работоспособность возрастает в разы."
sexist,"Justin писал(а):дак может ты никого и не ипешь вот и не залипаешь

А может - мой смысл жизни где-то выше пояса ?"
sexist,"смысл жизни воспитывать чужое потомство?вкладывать в то что тебе не принадлежит? достойный смысл жизни.
ты же не скажешь ей дорогая я в твоего ребенка вкладываться не буду. ну или буду но по минимуму. ты так не скажешь потому что это уже будет не семья. и это будет уже не та настоящая женщина, верная спутница жизни и т.д. потому что у нее будет свой интерес, отличный от твоего.
как так, семья одна, а интересы разные.
посмотри фильм елена."
sexist,"Кеша писал(а):
Если смотреть не на вину, а на ответственность. То на ОМП 100% ответственности за его косяки. А ОЖП 100% ответственности за свои. Далее они либо принимают ее, и тогда у них есть шанс извлечь из этого новый опыт и научиться чему-то. Либо нет, и все повторяется.

А вина тут вообще не причем. Это чувство разрушительное, не конструктивное. И кроме страдания ничего не приносит.

Кеша, не ищи себе отмазок.
Ответственность - это то, что ты несешь, когда принял решение. А вина - это то, что наступает, когда решение принято неправильное. Две совершенно разные вещи. Правда обе они - на совести омп. Потому что ему должно быть насрать - что по этому поводу думает ожп. Винит она там себя или не винит. Потому что это существо в основном бестолковое и безответственное. И, заметь - не претендующее."
sexist,"вот если ты безоговорочно принимаешь ее ребенка (прокатит только если он еще маленький), и искренне готов воспитывать как своего, кормить, одевать, обувать, лечить, оплачивать школу, кружки, помогать во взрослой жизни, няньчить неродных внуков...тогда это будет одна семья. при этом желательно общего заделать а лучше двух.
тогда есть шанс.
при условии что ожп адекватная, порядочная и не дура."
sexist,"Зануда писал(а):. А женщин ты много встречал ? Или ты существо с п.здой считаешь ЖЕНЩИНОЙ по умолчанию ? А критерии оценки ты знаешь/знал ? 

Ну ты же считаешь РСПЕшку годной для брака.   Хотя коллективный опыт , обыкновенные наблюдения и простая логика говорит обратное.  У тебя, как и у многих присутствующих , есть рецепт как вести себя с бабой, что бы не остаться в дураках.  Ну что же. Удачи. Вот я понимаю , что это борьба с ветряными мельницами.  Но тебе с колокольни виднее. "
sexist_in_co,"Justin писал(а):
....тогда есть шанс.
..

Шанс чего ?    То есть сделать одну из самых больших глупостей в жизни ради чего ?"
sexist,"Justin писал(а):смысл жизни воспитывать чужое потомство?вкладывать в то что тебе не принадлежит? достойный смысл жизни.


А на большее фантазии не хватает ? 

Знаешь, я пока не понял - в чем мой смысл жизни. Пока я в лучшем случае ставлю цели и стремлюсь их достичь. Цели эти лежат далеко за областью человеческих взаимоотношений. 
Достижение этих целей сопряжено с взаимодействием с внешней средой или социумом. Соответственно, для меня примерно однозначна необходимость смены спустившего колеса и необходимость дать подзатыльник прицепу РСП. Это события одного порядка - понимаешь ?
Моя задача - следить, чтобы совокупность этих необходимостей не превысила критическую массу и не начала мешать мне жить. Подобная задача вполне в пределе возможностей любого разумного омп, главное - правильно расставить приоритеты."
sexist_in_co,"Слоупок писал(а):простая логика говорит обратное. 

Давай подробнее о простой логике. Только по-порядку, начни с одного логического умозаключения, и мы его рассмотрим. Обещаю не заниматься софистикой и демагогией "
sexist,"Justin писал(а):вот если ты безоговорочно принимаешь ее ребенка (прокатит только если он еще маленький), и искренне готов воспитывать как своего, кормить, одевать, обувать, лечить, оплачивать школу, кружки, помогать во взрослой жизни, няньчить неродных внуков...тогда это будет одна семья. 

Шо за бред?
Откуда ты это выдумал???
Двоих пацанов усыновил, воспитывал, одевал, обувал, как своих .. 22 года, упс . сейчас ни сыновей, ни внуков не вижу.
Это мой живой и жизненный пример.
Запомни. 
Чужой ребёнок всегда останется чужим. Хоть жопу ему каждый день вылизывай.

Диванные теоретики."
sexist_in_co,"Зануда, думаю что у нас разногласия только в теминологии."
non_sexist,*теминологии - терминологии
sexist_in_co,"Justin писал(а):
безоговорочно...  
искренне... 
как своего...

Вот это - что такое ? Это же звездец, а не рассуждения. Ты вообще как - управляешь своей жизнью - или за тебя кто-то другой это делает ?
Какой нахер шанс ? Шанс на что ?"
sexist_in_co,"Да взять те же 6 причин. Которые я прочитал уже в зрелом возрасте, но даже будучи подростком я это и так прекрасно понимал."
sexist_in_co,"Кеша писал(а):Зануда, думаю что у нас разногласия только в теминологии.

Нету разногласий. Есть точки зрения и обмен ими. И дальнейшая жизнь, которая на них базируется,  и где каждый себе злобный буратин. 
И есть логика, которая разногласий не подразумевает, ибо проста и  незамысловата. 

Повторюсь. Если кто-то готов опровергнуть любой мой логический довод - вэлкам. Выбирайте довод - и обсудим. Только один, не несколько. Чтобы по древу не растекаться."
sexist_in_co,"Зануда писал(а):Если кто-то готов опровергнуть любой мой логический довод - вэлкам. Выбирайте довод - и обсудим.
Нет смысла опровергать, все логично. Мне только интересно, почему тебя не устраивает формат ""только секс"". Зачем еще и ""носки стирать""?"
sexist,"Двоих пацанов усыновил, воспитывал, одевал, обувал, как своих .. 22 года, упс . сейчас ни сыновей, ни внуков не вижу. 

а мог ли ты сказать на тот момент жене  - я в твоих детей вкладываться не буду? была бы это семья..что бы это вообще было такое.
Вот это - что такое ? Это же звездец, а не рассуждения. Ты вообще как - управляешь своей жизнью - или за тебя кто-то другой это делает ? 
Какой нахер шанс ? Шанс на что ?
так если ты осознаешь что шанса на нормальную семью нет, то и не говори об отношениях с рсп, о спутнице жизни и т.д.
так и говори мне нужна рсп для секса, заботы и хозяйственных дел по дому и ради этого я готов терпеть прицепа (прицепов) и обеспечивать его (их). обеспечивать возможно не полностью.
но это не семья а какой то суррогат."
sexist,"Слоупок писал(а):Да взять те же 6 причин. Которые я прочитал уже в зрелом возрасте, но даже будучи подростком я это и так прекрасно понимал.

Изволь. Причина первая - чужой ребенок.
Основные соображения :
1. Воспитание чужого ребенка
2. Законы природы.

Разберем. Что есть воспитание ? Тебя кто-то обязывает возиться с прицепом ? Стиль общения ты сам выбираешь. Или у автора ""Шести причин"" зуд, что надо кого-нибудь обязательно воспитать ? Мне вот это нахер не уперлось. Автор навязывает читателю социальную установку.

Что есть законы природы ? По утверждению автора, я должен быть озабочен  - как бы разбросать свои гены как можно шире ? 
Удовлетворение животных инстинтов я вижу. Логику - нет.

Продолжим ?"
sexist,"автор ты пробовал жить с рсп? как ты можешь говорить о вещах которых не знаешь.
ты подожди пока у прицепа переходный возраст начнется потом посмотришь кто тебя обязывает с ним возиться.
да и когда маленький игнорировать не получится."
non_sexist,"Зануда, вот ты часто употребляешь слово ""логика"". Тебе обязательно надо выстроить некие цепочки, чтобы потом по ним действовать. 

А что если, сама логика является частью проблемы?"
sexist,"автор хочет чтобы у рсп прицеп как бы был, но его как бы и не было. типа хочу игнорирую не хочу не игнорирую. хоу обеспечиваю не хочу не обеспечиваю.
у автора в голове прицепа вообще нет. есть только баба и маленькое недоразумение которое в принципе можно игнорировать.
так не бывает."
sexist,"Кеша писал(а):
Нет смысла опровергать, все логично. Мне только интересно, почему тебя не устраивает формат ""только секс"". Зачем еще и ""носки стирать""?

Потому, что мне есть с чем сравнивать. Каково жить одному - и с правильно построенной ожп. 

Ты как-нибудь на досуге задумайся - как проходит твоя жизнь. Она состоит из множества эпизодов. Часть этих эпизодов дает тебе радость,  удовольствие, желание творчества и само творчество. Часть - связана с твоими житейскими запросами. Чем меньше житейских запросов ты удовлетворяешь сам - тем больше у тебя времени на творчество и тем больше желания творить.

А иногда вся твоя жизнь заполнена житейскими запросами. Твоими - и ожп, которая висит у тебя на шее. Или какими-нибудь гребаными знакомыми, которым ты не можешь отказать. В это случае вообще надо в целом над смыслом жизни задуматься. Потому что - где твое творчество ? Для чего ты живешь ?
Это может быть роман или беседка на даче. Но задай себе вопрос - что у тебя есть из этого ?"
sexist,"Или у автора ""Шести причин"" зуд, что надо кого-нибудь обязательно воспитать ? Мне вот это нахер не уперлось.
ты в любом случае должен будешь наводить порядок в доме и следить за поведением прицепа. определять что можно а что нельзя, наказывать. чтобы тебе самому было комфортно жить. это и есть воситание. если чо.
а вариант примаком идти ты рассматриваешь?"
sexist,"Justin писал(а):
так и говори мне нужна рсп для секса, заботы и хозяйственных дел по дому и ради этого я готов терпеть прицепа (прицепов) и обеспечивать его (их). обеспечивать возможно не полностью.
но это не семья а какой то суррогат.

А я где-то говорил что-то иное ? Только слово ""терпеть"" я не приемлю. Я нетерпим, разве что на совсем короткий срок.

И, это. Нормальная семья... Много таких семей вокруг тебя ?"
non_sexist,"Кеша писал(а):
А что если, сама логика является частью проблемы?

Поясни."
sexist,"Justin писал(а):
так не бывает.

Тут в теме отписывался камрад teturam. Обрати свой вопрос к нему. Бывает так или нет.

Если отвлеченно - степень взаимодействия с прицепом - исключительно вопрос твоего желания. В противном случае у тебя изначально с РСП напутано и ее надо менять."
sexist,"не, ну на покуй можно жить. баба под боком есть и ладно. в ее детей не вкладываешься, не воспитываешь. активы защитил.
только зачем тогда ты этой рсп"
sexist,"Justin писал(а):
ты в любом случае должен будешь наводить порядок в доме и следить за поведением прицепа. определять что можно а что нельзя, наказывать. чтобы тебе самому было комфортно жить. это и есть воситание. если чо.
а вариант примаком идти ты рассматриваешь?

А в чем принципиальная разница с построением ожп ? Собственно, если ты построил ожп, она тебе сама поможет построить прицепа. Еще и спасибо скажет.

Примаком ? Даже еще проще. Что-то не нравится - съе.нул и все. И пущай ищет. Не ищет - да и слава богу. Просто примацкие варианты реже попадаются, у РСП с жильем напутано обычно. Но в целом - с РСП лучше начинать отношения на ее территории. Я бы сказал - идеально, если на ее территории."
sexist,"Justin писал(а):
только зачем тогда ты этой рсп

Себя надо любить  Я себя - люблю. Я - приз для любой РСП. Патамуча умный, понимающий и пузо не большое. Тетки таких любят."
