Column1;Column2;Column3;Column4
31322011;31322158;sexist;.... его .....
31322011;31322167;sexist;терпеть не могу гомосятских пинальщиков мяча это не мужской спорт теперь стал их бы в хоккей на сезон на перевоспитания
31322011;31322245;sexist;Пиндоска , просто пиарнулась и бабла срубить решила. Кто на таких страшил вскочит?
31322011;31322263;sexist;Что там наоборот было?
31322011;31322274;sexist;Теперь эту мартышку саму судить надо.. вылезла чертовка
31322011;31322276;sexist;Эта типа баба трасвестит?
31322011;31322371;sexist;Резкий поворот и косогор..
31322011;31322394;sexist;"Уже эти износилования достали, каждая шлендра вспоминает кому дала в ""отеле лас-вегаса"" 10 лет назад."
31322011;31322417;sexist;Его изнасиловали?
31322011;31322531;sexist;Пидотр дырявый
31322011;31322647;sexist;Оказывается изнасиловал не он, а его, к тому же в извращённой форме.
31322011;31323106;sexist;Дело закрыли когда узнали что Кетрин был(а) защитником  в американском футболе?
31322011;31323657;sexist;Рони не ведись они спецом все так делают не надо ехать в Америку
31322011;31324514;sexist;+++ Трезвеет Запад. Но медленно.
31322011;31324956;sexist;Он же гей вроде каво он мог изнасиловать???
31322011;31325351;sexist;Какая дура ему не дала?
31285286;31285291;sexist;Не верю, бред
31285286;31285335;sexist;Его изнасиловали? Он же от каждого пролета мяча рядом падает))
31285286;31285337;sexist;Неймара изнасиловали, это интересно.
31285286;31285339;sexist;Как же опасно становиться знаменттым, то и гляди какая нибудь светка которую ты за плечо держал на выпускном из 4 в 5 , накатает на тебя. Оставайтесь не знаменитыми.
31285286;31285366;sexist;Самое мерзкое в таких обвинения, что любая клевета становится причиной изменения отношения к человеку. Об обвинениях такого толка публичных людей надо писать только, если они уже доказаны в суде, чтобы отсеивать голословные мерзости от реальных преступлений.
31285286;31285396;sexist;Это он ту сучку ,что выбежала на поле отдрюкал?Красавчик!!!
31285286;31285416;sexist;Посмотрите на меня - фото - ну чем я мог изнасиловать ? Нечем !
31285286;31285431;sexist;я даже не сомневаюсь что причастна украина и путин, иначе бы здесь эту новость не сообщили
31285286;31285830;sexist;Кто-то со скамейки запасных заказал провокаторшу.)
31285286;31285939;sexist;Наврятли...
31285286;31286849;sexist;Судя по нашим футьолерам, которые во всем берут пример с забугорских, эти миллиардеры могут удовлетворить свою любую прихоть и похоть
31285286;31288765;sexist;на поле вроде она выбегала ??
30924342;30924351;sexist;Вспомнили
30924342;30924352;sexist;Она всё таки их износиловала???
30924342;30924369;sexist;ну парень то пострадал бедный. на волю парня.
30924342;30924431;sexist;Посадить на&уй всех, мусора
30924342;30924467;sexist;Да не было там изнасилования. Была пьянка, после которой девушка за свои услуги хотела получить девиденты, но не получила и замутила всю эту историю. Кстати ее уволили из органов по статье - за пьянку на рабочем месте.
30924342;30924473;sexist;Шуригина 2.0
30924342;30924541;sexist;какой результат расследования нацистки Эммы Милнер?
30924342;30924562;sexist;су*ка не захочет, кобель не вскочет....
30924342;30924570;sexist;Хотела и получила. Заслужила.
30924342;30924758;sexist;О, статья о высоких нравах в наших правоохранительных структурах? Правильно, честь мундира превыше всего
30924342;30924935;sexist;Перестраховываются опасаясь золотопагонного папаши мнимой жертвы .
30924342;30925151;sexist;СМИ лучше следствия все знают. Нафига вообще следователи нужны? Надо всех следователей упразднить, а вместо них уголовные дела будут СМИ расследовать... И всем будет хорошо...
30924342;30925515;sexist;санта барбара...
30924342;30925746;sexist;сами напрашиваются
30924342;30931247;sexist;Тут как в поговорке...Ели, пили, веселились, а проснулись - прослезились ??
30914533;30914537;sexist;Когда будет расследование по националистке ,унижающей детей Эмме Милнер?
30914533;30914555;sexist;они уже неделю как не новые
30914533;30914557;sexist;в этой истории никого не жалко
30914533;30914579;sexist;"Интересно кем сейчас эта ""изнасилованная"" работает. Вернее в какой должности. Наверняка сейчас слдко сидит на месте того самого начальника которого она подвинула)))"
30914533;30914590;sexist;??
30914533;30914614;sexist;А изнасилование то было? Что там с генетической экспертизой?
30914533;30914617;sexist;Что делают девочки в полиции? Давайте начинать рассматривать дела этих деятелей.
30914533;30914663;sexist;Вы уже все мозги изнасиловали нам этим изнасилованием.
30914533;30914673;sexist;Она там не устала еще
30914533;30914675;sexist;В общем деньги решают все один уже под домашним арестом,значит потихоньку всех отмажут Хотя экспертиза в начале установила причастность всех троих,то как можно было отпустить из под стражи обвиняемого в групповом изнасиловании ума не приложу
30914533;30914774;sexist;Хватит, тошнит уже
30914533;30914800;sexist;Футболистам за драку-до осени, полисменам за изнасилование -до лета
30914533;30914896;sexist;Задрали уже по сто раз писать, ну вые... ее и что.
30914533;30915016;sexist;зацепило видимо редактора-это износилование...
30914533;30915489;sexist;Не интересно???
30914533;30915590;sexist;Ссылку на нее
30914533;30915757;sexist;Малахов твой выход
30914533;30916096;sexist;А в чем вообще суть, на RT чёт не особо много инфы
30914533;30935449;sexist;пресно
30914533;30940068;sexist;вот именно. В последнее время СМИ насилуют наши мозги в особо изощрённой форме.
30906115;30906132;sexist;Кончили криминально конечно
30906115;30906160;sexist;Так секс был или нет?? Что такое за расследование непонятно, или ДНК только по ТВ...
30906115;30906177;sexist;Появилось видео?
30906115;30906202;sexist;сколь можно эту семью мусолить. она опазорилась на поколения вперед
30906115;30906210;sexist;Я могу тормознут в любой момент... но таких как я один из сотни... Может ввести какое то условие... типа если трусы сняла, то уже согласна...
30906115;30906240;sexist;Или покажите видео,или харэ пиарить эту бл.я.дь.
30906115;30906252;sexist;Матриархальное мракобесие.
30906115;30906254;sexist;хотела - получила
30906115;30906293;sexist;"Давайте подробно и по порядку.
С видео всего пришедшего,начиная как она пришла на вечеринку."
30906115;30906339;sexist;Спрошу у тех кто оправдывает здесь насильников и потешается над жертвой, как бы вы сами отреагировали если бы вас в компании собутыльников сослуживцев от&рахали в разных позах  ваши же коллеги?
30906115;30906567;sexist;Уже на неё пальцем показывают а это та которую насиловали
30906115;30906759;sexist;"- Ульяна Скойбеда, в одном из эфиров ""КП ФМ"" - была безапелляционна..."
30906115;30907088;sexist;вот истчо одна снасилованная «девочка»
30906115;30907369;sexist;Сейчас она всё скажет) Она там была и всё видел, даже законспектировала)
30906115;30909154;sexist;Она всё-таки кончила?
30906115;30912213;sexist;3 , 7 и 9 отпустить - это мужики остальных 12 человек посадить , слабаки. .????
30871478;30871493;sexist;Наконец то что то новое ??
30871478;30871494;sexist;"Девушка- это девственница до свадьбы. 
Она-женщина."
30871478;30871501;sexist;про Украину давайте новости !
30871478;30871511;sexist;Что это она их изнасиловала
30871478;30871512;sexist;Все беды из-за бап))
30871478;30871517;sexist;оба на появилась! это вам не про хохлов
30871478;30871521;sexist;Не поеду в Уфу
30871478;30871525;sexist;эй а как же про хохлов!! для зомбирования патриотов нужно постоянно про хохлов!))
30871478;30871560;sexist;Зато покуражились мужики!
30871478;30871655;sexist;Она их подставила))
30871478;30871712;sexist;Она на них напала...с подружкой
30871478;30872582;sexist;Наверняка сама ноги раздвинула,а потом что-то не поделили.Видимо хотела звёздочки на погоны.
30865555;30865564;sexist;В последнее время так участились случаи изнасилований, что уже начинаю переживать, как бы очередь не дошла меня.
30865555;30865576;sexist;Это про Уфа-Урал 4:1?
30865555;30865582;sexist;Нажираться не надо, как свиньям. И гениталиями размахивать в разные стороны
30865555;30865588;sexist;Переходи по ссылке porno.com
30865555;30865601;sexist;Я одна так понимаю?пить с мужиками до потери пульса,тра...с ними, а наутро,протрезвев,от стыда и безисходности заявить,что ее... изнасиловали.
30865555;30865617;sexist;Опять ее чпокнули что ли?
30865555;30865640;sexist;да не насиловал её никто. оклеветала мужиков
30865555;30865651;sexist;сучка не захочет-кобель не вскочит.
30865555;30865668;sexist;https://www.youtube.com/watch?v=M7dYvv50Fqo
30865555;30865698;sexist;Что опять , очередная Шурыгина ?
30865555;30865736;sexist;Все никак не разберутся, кто кого?
30865555;30865782;sexist;изнасилования не получилось, она итак была согласна
30865555;30865805;sexist;до  сих пор не сторговались?
30865555;30865908;sexist;Смакуют
30865555;30865981;sexist;Она сама кого надо в углу насилует??
30865555;30865998;sexist;Одни престарелые придурки изнасиловали девчонку, другие - хохмят по этому поводу. Если бы первые придурки изнасиловали жён-сестер-дочерей вторых придурков, то вторые придурки наверное так не хохмили, и всякую чушь в виде идиотских версий не писали бы.... Хотя, если вторые - придурки, то вполне возможно, что и в этом случае продолжали бы хохмить...
30865555;30866109;sexist;"ГДЕ ПОДРОБНОСТИ?? ЗАГОЛОВОК БОЛЬШЕ, ЧЕМ САМА ""НОВОСТЬ"" ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
30865555;30866243;sexist;??????????????????. Автор статьи дэбил
30865555;30867614;sexist;Новые..)))
30865555;30867658;sexist;Что все продолжают ее иметь?
30834164;30834186;sexist;Это нужная новость?
30834164;30834223;sexist;Где?
30834164;30834240;sexist;Что делать?
30834164;30834260;sexist;Изнасиловании или просто групповухи?
30834164;30834268;sexist;Что она хотела, одевая такие открытые наряды
30834164;30834332;sexist;Трахнутую тоже посадить. Что бы не соблазняла и не развращала полицейских.
30834164;30834350;sexist;Хм странно на фото 1 человек или все причастны к изнасилованию каторые на фото
30834164;30834397;sexist;"По библии знаем кто искусил Адама вкусить плода запретного . 
Путинские мусора ребята самых честных правил. Верность и справедливость . ??"
30834164;30834420;sexist;"Менты ментовскую прут и врут,упыри!
Поделом уродам!"
30834164;30834683;sexist;А Вы все (имею ввиду взрослых) бывали на корпоративах? Не в рабочей обстановке (хоть порой и на работе) а отдых с алкоголем? Не всегда и везде, но бывают моменты когда пьяная особа пристаёт к мужикам, а бывает что пьяная особь пристаёт к девушкам, вот и получается такое. Просто по пьяни сначала язык не туда зашёл, потом и части тела пониже.
30834164;30834786;sexist;кто бы сомневался. отпустите уже
30834164;30834890;sexist;Ахах, связи решают. Образование на мозге заметили, блин это повторяют хохловскую методику, внезапно заболел... Когда насиловал наверное ещё здоровый был
30834164;30834930;sexist;+++ Утухает.
30834164;30834941;sexist;Похоже на оговор, изнасилования вообще не было
30834164;30836337;sexist;Видимо групповое изнасилование это норма ?!
30834164;30836824;sexist;А почему эта новость должна быть всем интересна?
30834164;30837163;sexist;Всех на полиграф и Митьке Шепелявому.??
30834164;30837458;sexist;Разогнать всю мусарню под корень, толку от них всеравно нет. Он
30586781;30586794;sexist;порошенко тоже, вдруг, выпендрился.. 23:40Порошенко готов обсудить закон об импичменте президента
30586781;30586827;sexist;Еще одна страница, на которой БЕСПРЕРЫВНО прут пургу!!!
30586781;30586848;sexist;Бедолаги??
30586781;30586854;sexist;Столько всего замалчивают. Конечно. Лучше презиков обсуждать. И тех и других.
30586781;30586855;sexist;Вот эти кто пихает сюда политику последствие дырявых презиков.
30586781;30586861;sexist;Наши только высмеять и умеют.
30586781;30587075;sexist;??
30586781;30587277;sexist;Ну, идея то была интересной
30586781;30587306;sexist;Я хондоны не тяну,так жарю
30586781;30587381;sexist;Ну,если это действительно снизит кол-во изнасилований,то почему нет?
30586781;30587657;sexist;Блин от риа перешел сюда ,думал здесь не так а оказвайтса те же дешевые новости
30586781;30588107;sexist;Какой то бред
30586781;30588885;sexist;все над отсталой и нищей россией смеются а руссаки от аргентинские презервативы обсуждают.. вобще мозги потравили аптеками и химическими продуктами
30586781;30588886;sexist;Лучше бы 5 пальцев.
30586781;30589147;sexist;Я вас всех каждый день без гандона ебу
30586781;30590198;sexist;Новости которые мы заслужили.
30582753;30582778;sexist;был в Чите году в 2003 там и тогда было не очень...
30582753;30582787;sexist;серийных убийц нужно расстреливать а не давать пожизненно ??
30582753;30582790;sexist;люди о чем вы? При чем здесь мусор? Человека убили
30582753;30582791;sexist;"За такое вообще то расстрел должен быть.
Чего на мра/зь расходовать  время и прочее.
Это уже нелюдь."
30582753;30582823;sexist;[event#eight_mart| Кому есть 18?]
30582753;30582826;sexist;Его изнасиловали и убили? Если нет, то все не так и сурово
30582753;30582855;sexist;Расстрел только
30582753;30583005;sexist;за зверское убийство смертный приговор
30582753;30583198;sexist;как может быть вынесен насильнику и убийце суровый приговор?
30582753;30583391;sexist;Это разве сурово? На кол подонка надо!
30582753;30583507;sexist;Расстрелять его и дело с концом А то ещё всю жизнь за счёт народа кормить и одевать будут.
30539250;30539265;sexist;Вряд  ли он насиловал, многие девушки сами готовы наброситься на него и других богатых, симпатичных и знаменитых.
30539250;30539317;sexist;а если не дает,то наверное такому нарциссу как он удар по самолюбию!И вот тогда такие готовы на многое.
30539250;30539414;sexist;она и не догадывалась о намерениях.думала узнать что-т о новое о футболе.бедняжка!
30539250;30539543;sexist;А, что, его кто-то изнасиловал?
30539250;30540880;sexist;Не чего бабам давать а потом орут что их изнасиловали.
30539250;30544506;sexist;Почему только на успешных и богатых клевещут, хотят все бабки срубить
30319821;30319859;sexist;Чемодан, вокзал, средняя Азия
30319821;30319891;sexist;жлобяра какой, на трассе этого добра как грязи и за не большие деньги??????
30319821;30319901;sexist;Жаль что люди всё больше превращаются в животных
30319821;30319913;sexist;Животные
30319821;30319941;sexist;Не сотрется.
30319821;30320021;sexist;Молодцы якутяни??
30319821;30320121;sexist;Ушлепки, за групповуху до 10 лет. Мало, увеличить до 20, пусть там развлекаются между собой...
30319821;30320299;sexist;Там местный мэр щас все разрулит, уже дала поручение проверять каждого мигранта на наличие документов, разрешений и тд, у кого нет, всех на.......... ????????
30319821;30320505;sexist;"НАРЫВ ПРОРВАЛСЯ 
То, что произошло в Крайсчерче, не удивило, удивило место – Новая Зеландия. Я ждал чего-то такого в Германии, всё-таки сильные неонацистские традиции, сильная оппозиция Меркель с её практикой привлечения беженцев. Но то, что произошло в Новой Зеландии закономерно. Мусульмане не собираются встраиваться в систему европейских ценностей и порядков. Они невольно стоят свой всемирный «халифат», ибо воздвигая свои мечети и следуя своим обычаям и порядкам, сильно раздражают местных жителей своим внешним видом и непохожестью. Тем более, что мусульманская молодёжь с увеличением количества начинает вести себя нагло и вызывающе. 
Какие выводы можно сделать из этого? У нас в России есть свои мигранты - кавказцы. И ведут они себя ничуть не лучше, чем арабы в Кёльне или Париже. Особенно это страшно на местах, где слияние больших кавказских денег, криминала и правоохранителей всех ветвей происходит охотно и быстро. И в случае, когда происходит конфликт коренных жителей и приезжих, законники охотно встают на сторону тех, кто обеспечит их материальными ценностями, а не мифическим, для них, патриотизмом. А такая несправедливость гарантирует рекрутское пополнение для националистов местного разлива. Так, что правовая справедливость не мифическая ценность, а вполне реальная защита для спокойного существования России. 
Евгений Сартинов"
30319821;30321384;sexist;Пусть в свою Азию валят однобровые
30319821;30326655;sexist;Какая национальность у похотливого?
30311157;30311188;sexist;как по мне - большую часть мигрантов надо в автобусы сажать и везти до границы с их родиной а там высаживать и домой идите
30311157;30311197;sexist;мигрантов этих вообще выбросить из страны нужно. Да вот медведьевы по ним кипятком писают. Не дают в обиду. Очень они им нужны, для создания безработицы
30311157;30311211;sexist;Напустили в страну всякий биомусор из бывших сов. республик, а теперь пытаются бороться с ними. Тут и законные и незаконные один и тот же шлак. Сколько уже было случаев беспредела среди них
30311157;30311233;sexist;Россию жиды насилуют  уже почти  30 лет и ничего....
30311157;30311246;sexist;как вариант назначить наказание в виде 15 лет исправительных работ нелегалам и все довольны будут. Хотел медведьев раб..силу, вот она. Даже платить не нужно, покормил из корыта и все.
30311157;30311270;sexist;"Да лааааадно, в Якутии нарно нелегалов по-более чем самих коренных жителей, север как никак. А на севере вы сами знаете, заработок нормальный чем в других регионах нашей страны. Вот и весь ""нелегализм"" туда и прется."
30311157;30311280;sexist;Зачем их столько в России .Своих сколько без работы сидят . А гасторбаиторы конечно выгодно за копейки да и кидануть проще .
30311157;30311338;sexist;"18 марта 2019 года по ходатайству следователя в отношении лица, обвиняемого в совершении изнасилования и похищении, Якутским городским судом избрана мера пресечения в виде заключения под стражу на весь период предварительного расследования.

Двое подозреваемых в незаконном лишении свободы задержаны в порядке ст.ст. 91-92 УПК РФ."
30311157;30311359;sexist;"Сейчас в Якутию кто только не едет.
Так что приток давно пора регулировать."
30311157;30311422;sexist;отгомосечить всех этих макак!
30311157;30311584;sexist;Мигранты в Якутии добывают природные ископаемые для рашенских олигархов
30311157;30311828;sexist;Беспредел может быть куда больше и среди местных
30311157;30311861;sexist;Этой власти выгодно,не  заплатить  своему рабочему классу достойную зарплату,а приглашать мигрантов,которые готовы работать за копейки.
30311157;30312193;sexist;Вот читайте,кому не лень. Агрессивные вы мои)
30311157;30312373;sexist;Из-за одной паршивой овцы вырезать всё стадо-это признаки сепаратизма.
30311157;30312897;sexist;Гостей Владимира Владимировича трогать не сметь.
30075948;30075958;sexist;все хорошо у нее ?
30075948;30075975;sexist;Следственый эксперемент проводят каждую неделю , после пьянок и им нравится ! По этому следствие такое долгое )))
30075948;30075976;sexist;Видео есть ?
30075948;30075983;sexist;"Да уж ее уволили??
А мужчины как всегда,как в тюрьму,так сразу справки о здоровье."
30075948;30075994;sexist;..от бабья все проблемы...говорю,как человек,проживший жизнь...хотя по молодости от них конечно никуда не денешься...природа..мать ее...
30075948;30076026;sexist;Есть видео с подробностями?
30075948;30076046;sexist;История затянулась,пора бы ее заканчивать)
30075948;30076068;sexist;Можно ссылку на эту девушку?
30075948;30076076;sexist;Если докажут их вину, то они конечно сволочи, но не надо забывать о том, что одеваясь и ведя себя вызывающе, ты однажды вызововешь то что пытался вызвать. Скромнее надо быть.
30075948;30076126;sexist;как проводят следственный эксперимент?))
30075948;30076202;sexist;Золотые руки!
30075948;30076279;sexist;"""Не виноваты мы""!!! ""Она всё сама сделала""!!!)))"
30075948;30076427;sexist;опс-топс-первертопс... и мечтает снова, о-т-пс, пережить налёт )
30075948;30076884;sexist;6.53 - кому интересно. Ну скажем тоже ещё та монашка.
30075948;30077206;sexist;PT, сплетники будут наказаны
30075948;30077248;sexist;че она так ржот,насиловала?
30075948;30077331;sexist;Продолжайте держать в курсе??????
30075948;30077540;sexist;Беременная?
30075948;30084856;sexist;Не понял??? А где подробности???
29632249;29632262;non_sexist;Бездельники
29632249;29632263;non_sexist;Совсем ипанулись,это теперь над питаром и пошутить нельзя,а говорили в СССР за анекдоты сажали)
29632249;29632292;non_sexist;У нас депутаты принимают законы, чтобы их не оскорбляли, там такое. Каждый изгаляется как умеет.
29632249;29632306;non_sexist;Гомики несчастные????
29632249;29632312;non_sexist;Ё бань какая то. Зачем нам это знать?
29632249;29632313;non_sexist;Свобода слова это когда запрещают свободу слова
29632249;29632319;non_sexist;...идет 2050 год... в слух говорить уже нельзя, смотреть пристально в глаза тоже, демократия и свобода слова, заставляют людей, уважать других людей еще сильней.
29632249;29632336;non_sexist;нафига я это  прочитал
29632249;29632346;non_sexist;А почему этот Совет не призовет закрыть дома терпимости в стране, где явно и принудительно уничтожаются достоинства и права женщин
29632249;29632349;non_sexist;Как по мне, это уже перебор. Ну и где там хваленая свобода слова?? Видимо все идеи, которые возникают в головах в Европе решили возводить в абсурд. Благо у нас с этим все в порядке, и люди относятся спокойно к юмору.
29632249;29632352;sexist;"Феминистки на самом деле самые сексистые сексисты . выступая за равенство , на деле выступают против патриархального общества (которое кстати и не существует давно), против мужчин , против самой природы , в которой изначально равенство не заложено . мужчина - добытчик , женщина продолжает род . 
А тут хотят вообще лишить личностей и всех одним шаблоном ровнять ."
29632249;29632358;non_sexist;Ищут Х в чужой Ж
29632249;29632372;non_sexist;Свобода слова ???
29632249;29632390;non_sexist;Даже пошутить скоро будет нельзя. Идитена*ер задолбали)
29632249;29632397;non_sexist;"Отвлекают народ от ""желтых жилетов""."
29632249;29632405;non_sexist;"наелись воли, да здравствует ""совок"" - говорить правильное, смотреть правильное, слушать правильное, дышать, как прикажут, жить, как укажут - все по правилам, а кто теперь будет установливать эти""правила""?!"
29632249;29632453;non_sexist;Таким макаром скоро шутить смогут только бездушные,но политкорректные роботы))
29632249;29632489;non_sexist;Ваше мнение. Оскорбляет это кого то или нет?
29632249;29632550;sexist;"В самом же докладе сказано, что «юмор — оружие угнетателей (угнетательниц) против угнетённых».
Занавес!"
29632249;29632764;non_sexist;И если ты вышел на улицу не в жёлтом жилете ,то побьют )
29632249;29632795;sexist;"«Как предоставить женщине большую свободу? — Нужно расширить кухню» На уровне конечно юмор...
 
??"
29632249;29632858;non_sexist;????
29632249;29632909;non_sexist;Не отвлекайте Маркона от госпереворота в Венесуэле, а то его хозяева могут поругаться.
29632249;29632978;non_sexist;Шарли Эбдо,снова расстреляют.
29632249;29633071;non_sexist;Задолбали уже со своей свободой, нужна свобода - берите. Только об ответственности не забывайте, иначе это уже вседозволенность)
29632249;29633322;non_sexist;Забудьте слова СВОБОДА??
29632249;29633387;non_sexist;Это кончится с третей мировой.
29632249;29633612;non_sexist;В РФ некоторые НКО позакрывались, а в Европе госдеповских НКО наверное немеряно, вот от них и идут все пакости
29632249;29633845;non_sexist;Им скоро все равно все переделывать под шариат.
29632249;29637874;non_sexist;В Азербайджане по-настоящему продвигаются идеи демократии и равенства, там Вице-президент страны- женщина Мехрибан Алиева. А во многих странах только говорят об этом как в США или Европе, где часто бравада заменяет дело.
29632249;29642059;non_sexist;Бедныефранцузы......
29632249;29644242;non_sexist;?????? скорей бы! Арабы по 10 детей имеют, а местные уже бздят очки снять, что бы в сексизме не обвинили..... 50 лет и Франции нет!
28848739;28848792;non_sexist;Я даже слова то такого не знаю. Толерасты, что с них взять.
28848739;28848810;sexist_in_co;"Это только на Западе может быть??????
Ничего и не было - а они раздули??????"
28848739;28848823;sexist_in_co;Скоро будет преступлением выглядеть и быть человеком.
28848739;28848833;non_sexist;На кол якина!!!
28848739;28848836;non_sexist;А не ущемляет ли это права сексистов ??
28848739;28848838;sexist_in_co;Нормальный мужик.
28848739;28848844;non_sexist;Больные люди, что с них взять?
28848739;28848848;non_sexist;Неожиданно????
28848739;28848856;non_sexist;А эту истерику вспомните)))))
28848739;28848863;sexist;Пошутил немного неудачно.....а эти все раздули. Как они в дальнейшем будут плодится если даже познакомиться нельзя,обвинят в сексизме
28848739;28848921;non_sexist;Больные на голову, но это к лучшему. Так быстрее неграм и арабам начнут прислуживать...
28848739;28849073;sexist_in_co;И кто обвинил?????Там таких упырей полно...Если не поняли шутку ,лучше обвинить...
28848739;28849084;non_sexist;а кто такой сексизм?
28848739;28849141;non_sexist;Клиника ?????
28848739;28849159;sexist_in_co;Нахватались от пиндосов. Подхватили моду на всякую хрень
28848739;28849283;sexist;Какой еще сексизм? А?
28848739;28850224;non_sexist;+++ На Западе секса нет)))
28848739;28850791;non_sexist;Что, бл за тупость
28848739;28850834;non_sexist;А когда два еврочлена в колготках - это нормально..
28848739;28851834;non_sexist;А у нас в стране ещё не всё так плохо!
27687038;27687045;non_sexist;На обезьяну похоже
27687038;27687046;non_sexist;ахахаха
27687038;27687053;sexist;Ну и рожа! Ничего женственного, одни анаболики!??
27687038;27687054;non_sexist;дешевка
27687038;27687055;non_sexist;Скоро в суд подаст на изнасилование и выиграет.
27687038;27687060;sexist;Она страшнее, чем все мои грехи в этой жизни.. Бррр..
27687038;27687061;non_sexist;Иди в джунгли обезьяна
27687038;27687065;non_sexist;Она походу бананов пережрала...
27687038;27687066;non_sexist;Макака
27687038;27687068;non_sexist;Макака не в духе
27687038;27687071;non_sexist;Похоже что после оскорблений судья даже по морде не дал....
27687038;27687074;non_sexist;Шо ж страшно
27687038;27687075;non_sexist;Гибридная Российская агрессия?!
27687038;27687077;non_sexist;Нормально так ее накачали стеройдами самые честные
27687038;27687081;non_sexist;Психами не оскуднеет земля американская
27687038;27687082;non_sexist;Уильямс пришла заяву на износ писать, завалилась на одном вопросе:а кто?
27687038;27687087;non_sexist;Обезьянизм
27687038;27687093;non_sexist;"Сидит на наркоте, страшная, и ещё на людей кидается! ????

Её надо лечить принудительно.??"
27687038;27687100;non_sexist;И расизм
27687038;27687104;non_sexist;От стероидов у него совсем кукушка улетела.
27687038;27687105;non_sexist;какое же она реально чудовище
27687038;27687106;non_sexist;А сама ты на ходячий допинг похожа.
27687038;27687110;non_sexist;Терминаторша стероидная.
27687038;27687113;non_sexist;[id38343519|Антон], электричеством)
27687038;27687116;non_sexist;[id151173250|Константин], в металлической клетке.??
27687038;27687120;non_sexist;Макака и есть
27687038;27687121;non_sexist;Зажравшаяся  хамка. Судья пол как раз и не упоминал,а вот ты давила на всех,своим ,непомерно распухшим ,,авторитетом,, Испортила весь праздник Наомке.
27687038;27687122;sexist;Здоровый мужик, а ведёт себя как баба.
27687038;27687125;sexist;Сексизм к Серене Уильямс?! Это она пытается всем напомнить что она когда то была женщиной ??
27687038;27687127;non_sexist;да уж. океан любви и нежности.
27687038;27687128;non_sexist;Ну страшная же она. Видно деформация организма от допинга происходит.
27687038;27687133;non_sexist;Американский беспредел даёт повод думать их гражданам, и спортсменам в том числе,что правда только на их стороне. Эстафету на Олимпиаде после утраты палочки перебежать- пожалуйста! Расплакаться из-за второго места и получить за это первое- не вопрос!  На судью наброситься с обвинениями(нонсенс! За это сразу дисквалификация,тем более в теннисе!) - пажалста!????
27687038;27687139;non_sexist;Кажись Сирена допинга пережрала
27687038;27687142;non_sexist;Ладно хоть морду судье не разбила в кровь.
27687038;27687145;non_sexist;[id274796698|Виктор], есть конешна вариант... ...Заходу я в зоопарк,и ...
27687038;27687146;non_sexist;Есть американцы, которые схожи с обезьянами.Это теория Дарвина, которую привели в исполнение
27687038;27687160;non_sexist;Как она ему яйца не откусила , с таким ртишем.
27687038;27687163;non_sexist;По моему - она под шофе или под наркотой.
27687038;27687173;sexist;вот это урод в юбке,соболезнование мужу если он есть
27687038;27687174;non_sexist;Кинг - Конг разбушевался.
27687038;27687175;non_sexist;Обратно,в рабство нигеров????????
27687038;27687176;non_sexist;Гормоны от стероидов шалят!!!
27687038;27687179;sexist;Сексизм, тебе что секса не хватает лошадь страшная
27687038;27687187;sexist_in_co;[id323521009|Игорь], а кто её трaxaть будет
27687038;27687189;non_sexist;Трансы востали!!!!! Ужас!!!! Судью в доспехи оденьте!!!!
27687038;27687208;non_sexist;[id242959937|Алексей], и выдать им травматы...??
27687038;27687214;non_sexist;Какой агрессивный шимпанзе??
27687038;27687221;non_sexist;??????
27687038;27687223;non_sexist;мужик взбунтовался.
27687038;27687225;non_sexist;[id11586610|Олег], найдется бык былаб корова бы
